"time (days)","nc_hsc","nc_hsc_h","nc_hsc_l","nc_mpp","nc_mpp_h","nc_mpp_l","nc_hpc1","nc_hpc1_h","nc_hpc1_l","nc_clp","nc_cmp","nc_mep","nc_gmp","nc_hsc_std","nc_hsc_h_std","nc_hsc_l_std","nc_mpp_std","nc_mpp_h_std","nc_mpp_l_std","nc_hpc1_std","nc_hpc1_h_std","nc_hpc1_l_std","nc_clp_std","nc_cmp_std","nc_mep_std","nc_gmp_std"
6,7.35112223116019,3.07505878173514,4.23747363216311,7.31986738572846,2.74836939793575,4.52510776376962,20.8997248151833,3.14712980944274,17.74899536723,129.901662513357,148.136095521121,82.9960100645554,111.872751820069,0.573500081020682,0.131964483192949,0.547703890605126,0.754353442141458,0.43367871552967,0.41057533204941,2.06325119752157,0.348691988583328,1.79689052324869,18.7882871315907,20.6127701773578,21.1142481263636,16.8403261194261
104,5.23030998029312,1.94773049517037,3.27381416269117,9.74333998930631,3.54871518797587,6.17455815278947,38.4490815122166,8.50558487620149,29.885762397645,50.2473274211152,186.184754439322,103.385396628549,97.3677110704257,0.906693689779286,0.197022032614063,0.777804533232142,1.39810020337505,0.355114505445646,1.24340329226884,6.85118397424103,1.52091027252397,5.51079149755577,10.3628713909269,33.2004360835024,49.456494374975,18.2246569760842
208,4.90419683437617,1.69867550588012,3.19015523516084,12.3468444519445,4.00261318692713,8.32502372165543,40.041279054396,7.45065209109136,32.5143228164154,49.3162841990347,190.811965788894,91.1131982192368,99.1627040450839,0.789727757480705,0.138173592752733,0.687408689191955,2.04605668584453,0.487084301657891,1.6635374470388,7.04305364288472,0.978328531237379,6.17134561941814,16.007791100939,54.9909225996931,34.9487265342509,27.2435495009115
307,4.56351606044363,1.50575891856737,3.05589645305449,2.98988311459333,0.353080801702029,2.632874709873,12.2764328102167,1.00950618366702,11.2593212600815,11.2351294797027,70.2049695082453,30.3171957243356,31.7000934127278,0.593082574052935,0.163267865663873,0.459938483915201,0.606333437640316,0.0862490781035978,0.559907988698835,3.01317397816447,0.299228045895256,2.72087567278988,3.16030797904059,19.076238630541,8.61212993092285,8.14502555109995
439,3.84984212041293,2.22323489557799,1.62545902360546,2.67433979577372,1.17797866795695,1.4986309929326,5.29301238432908,1.15431129620784,4.14023820336526,8.19621717813916,36.1103118889705,8.91358862911998,22.6990813679358,0.479132055695103,0.186010001430847,0.306217214167546,0.543754130921205,0.235809893381298,0.317000158855786,1.26616699041569,0.315390692783472,0.974395324831155,2.08433108182394,7.64593426666708,2.49279991710624,3.93919681919829
488,4.92899924091044,1.98836963754093,2.93196438412686,1.13832155542705,0.294071283203876,0.842466355576498,11.313170046942,1.56315404564805,9.74653603877754,7.11347164723224,39.5223325461837,15.7391382317566,25.0452934676761,1.24219953087007,0.301101426928831,0.975587644418982,0.328165653238158,0.108914610288771,0.226127261219145,3.86206428255198,0.642509225842772,3.23419573836265,2.45905258306622,14.0119243884358,6.66998317763109,9.71362942306668
