"time (days)","x_hsc201h_hi","x_hsc","x_hsc_hi","x_hsc_lo","x_mpp","x_mpp_hi","x_mpp_lo","x_hpc1","x_hpc1_hi","x_hpc1_lo","x_mkp","x_mkp_48hi","x_mkp_48lo","x_hsc201h_hi_std","x_hsc_std","x_hsc_hi_std","x_hsc_lo_std","x_mpp_std","x_mpp_hi_std","x_mpp_lo_std","x_hpc1_std","x_hpc1_hi_std","x_hpc1_lo_std","x_mkp_std","x_mkp_48hi_std","x_mkp_48lo_std"
77,19.4073713950932,11.232936122233,19.0423023303222,5.65223552046085,7.20703723941282,13.5237267934609,1.94002808375031,0.584554603405308,2.61520062697652,0.248945632099014,0.131892501045294,0.0274176439239614,0.429252162748324,2.94418760167049,2.06883333061762,3.42717831265377,0.873547321065217,1.39974040230807,2.50646052737146,0.330713946374771,0.097118638527717,0.446213355577398,0.0342858683431877,0.0107338636718275,0.00366093134060809,0.0260451516539253
