"time(days)","x_hpc1","x_hpc1_std","x_hpc1_hi","x_hpc1_hi_std","x_hpc1_lo","x_hpc1_lo_std","x_mpp","x_mpp_std","x_mpp_hi","x_mpp_hi_std","x_mpp_lo","x_mpp_lo_std","x_hsc","x_hsc_std","x_hsc_hi","x_hsc_hi_std","x_hsc_lo","x_hsc_lo_std","x_hsc201h_hi","x_hsc201h_hi_std","x_hsc201l","x_hsc201l_std","x_hsc201l_hi","x_hsc201l_hi_std","x_hsc201l_lo","x_hsc201l_lo_std"
0,106.348500908267,12.2977095903251,116.222019421408,13.606118610518,103.086330023442,11.9773697918085,120.181129931525,13.4895641389376,128.603384555733,14.1352513245832,103.916316236425,13.758115641621,116.545335311083,10.6556371291284,129.487711356157,13.1728753569991,104.150416738008,12.007910911467,134.898045220744,12.011737685437,107.665980352608,10.760945044474,122.441241293267,11.8011738549076,100.384326879142,12.22042551489
7,27.9120840082667,1.33645752377862,42.9639068589083,1.46974895719173,25.5692580734417,1.46226017582038,74.4845140606917,2.38248964952502,88.8467765724,2.08455945707677,62.3997409905917,2.80454441244273,66.72142600275,3.58534966290992,94.94811198949,5.21924243988435,58.1933702588417,3.48856297687085,109.198139837411,5.6753882855674,53.0878281651083,2.99212138703512,69.8789216307667,2.63222172081467,49.8649206041417,2.74923143875404
35,1.11016166814167,0.373549235553811,2.75182213240833,0.966793867336139,0.903003638441667,0.336296746031317,13.1436151894417,3.65246473839466,23.17970943615,8.0865543667283,6.80578609434167,2.19613540528953,16.16450999025,4.17067851073328,32.70401175199,11.1177107659339,9.91620581134167,3.09534369556978,42.7812635874108,9.69543700831759,8.75176213010833,1.79730589661868,13.6504184557667,3.34074340803812,7.50769874664167,2.06558521775777
63,0.174584457516667,0.07985600275,0.518030383158333,0.21691131575,0.146695091741667,0.0775886877,2.72832624819167,0.90132794,6.6142611999,3.2306188975,1.48465614909167,0.721438354,6.79301426275,3.109110475,19.15023840949,12.35686108,4.24071195884167,2.4436255825,21.6947533474108,13.23879004,2.17708788260833,0.54330646,3.11452252076667,0.1242543325,1.85522082914167,0.64154742
98,0.0343720593166667,0.00773643115,0.112898818158333,0.01688743975,0.0272244078416667,0.0061072922,0.738249321191667,0.385204917,1.72696125965,0.92774037275,0.286620905341667,0.15956438825,1.59599091775,1.07923831,2.98180021699,1.6892900075,1.01949997434167,0.860952797,3.36718254991083,1.9367109375,0.631500099608333,0.392383133,1.72168350326667,0.43392929,0.466655445041667,0.4273382121
126,0.0344827875916667,0.00078160606392791,0.0709878406333333,0.00436213558725426,0.0306617628916667,0.0012857918805129,0.390299554066667,0.0496622134534038,1.0427112134,0.122881386636836,0.156507736716667,0.0200963776068879,1.5405629115,0.196601421279389,2.90785211074,0.470597350824309,0.610249844716667,0.0834407398383538,3.29446117116083,0.549855537669117,0.276587402233333,0.033016797839479,1.01751266951667,0.262187105940678,0.215140126016667,0.0200418731696507
147,0.0225521488349167,0.00256700242120224,0.0421939160833333,0.00535398944682689,0.0202905131001667,0.00271993958389305,0.190486439131667,0.0218489854455738,0.453904781895,0.0790726070400544,0.0895013363371666,0.0134112843577382,0.94415337186,0.133843691624615,2.255762058865,0.248398217236229,0.321200241509167,0.0542613844921365,3.00641676481083,0.203113127032403,0.254065347718333,0.0451456653797683,0.850922941039167,0.206952732755601,0.142290832061667,0.0210296135065688
300,0.00928903004166667,0.00107750125143167,0.0144378347458333,0.00115823515484007,0.00793473116666667,0.00109939320051934,0.0327059575541667,0.00537755434195626,0.042794070725,0.00678144614819469,0.0204684448166667,0.00240516798416377,0.0419467410875,0.00810579438700501,0.07346270129,0.0150515000339651,0.0286620513666667,0.00498541800060837,0.0884956384858333,0.0211293743792579,0.0293050551208333,0.00549704482287618,0.0422140826166667,0.0089352123382819,0.0241771858666667,0.00399965969542767
