time (days),x_hsc201h_hi,x_hsc,x_hsc_hi,x_hsc_lo,x_mpp,x_mpp_hi,x_mpp_lo,x_hpc1,x_hpc1_hi,x_hpc1_lo,x_mkp,x_mkp_48hi,x_mkp_48lo,x_hsc201h_hi_std,x_hsc_std,x_hsc_hi_std,x_hsc_lo_std,x_mpp_std,x_mpp_hi_std,x_mpp_lo_std,x_hpc1_std,x_hpc1_hi_std,x_hpc1_lo_std,x_mkp_std,x_mkp_48hi_std,x_mkp_48lo_std,x_cmp,x_cmp_std
30,6.646436981,3.564100759,5.073128229,2.805609533,3.493751791,4.851234875,2.093556426,0.661077892,1.677027269,0.436784994,0.20161525,0.103785942,0.568301293,0.374884701,0.234551512,0.330174485,0.19883221,0.362047551,0.389886067,0.213443859,0.071915686,0.179256253,0.054643017,0.011263585,0.009356483,0.026698115,0.0321,0.003717795
