time (days),nc_hsc,nc_hsc_h,nc_hsc_l,nc_mpp,nc_mpp_h,nc_mpp_l,nc_hpc1,nc_hpc1_h,nc_hpc1_l,nc_mkp,nc_hsc_std,nc_hsc_h_std,nc_hsc_l_std,nc_mpp_std,nc_mpp_h_std,nc_mpp_l_std,nc_hpc1_std,nc_hpc1_h_std,nc_hpc1_l_std,nc_mkp_std,nc_mkp_48hi,nc_mkp_48hi_std,nc_mkp_48lo,nc_mkp_48lo_std,nc_cmp,nc_cmp_std
23,5.153380687,2.432559442,2.721797807,1.731919907,1.180868966,0.549346051,18.97298607,5.675124062,13.33010888,14.39,0.692878848,0.306503625,0.395427013,0.297040078,0.228780424,0.171704782,4.632141833,1.712464365,2.923504552,1.586182931,12.77,1.706202692,1.63,0.356452024,22.73141834,1.837090904
