time (days),nf_hsc,nf_hsc_h,nf_hsc_l,nf_mpp,nf_mpp_h,nf_mpp_l,nf_hpc1,nf_hpc1_h,nf_hpc1_l,nf_mkp,nf_hsc_std,nf_hsc_h_std,nf_hsc_l_std,nf_mpp_std,nf_mpp_h_std,nf_mpp_l_std,nf_hpc1_std,nf_hpc1_h_std,nf_hpc1_l_std,nf_mkp_std,nf_mkp_48hi,nf_mkp_48hi_std,nf_mkp_48lo,nf_mkp_48lo_std,nf_cmp,nf_cmp_std
23,0.556045686,0.664445482,0.453504094,0.201605158,0.232694448,0.104145962,0.037236405,0.051496851,0.031722198,0.1,0.039955501,0.092265606,0.035171487,0.058663691,0.064754936,0.030827244,0.004624394,0.006599923,0.004988852,0.008570224,0.07,0.008740946,0.35,0.024319677,0.021671544,0.002450331
