"time (days)","f_hsc_epcr","f_hsc_epcr_std","c_hsc_epcr","c_hsc_epcr_std"
6,10.59,1.14798702541724,0.0213115,0.00294391891291005
104,10.934,2.06004595417999,0.03218,0.00385955668150861
208,15.9566666666667,2.65293557624703,0.0486258333333333,0.0113243509719926
307,12.715,1.3431317052984,0.10292,0.0160603293172269
439,15.146,1.08069134251079,0.16972,0.0258331217195634
488,20.7125,4.25598056101227,0.428925,0.199013168758466
