"time..days.","nf_ery","nf_plt","nf_pmn","nf_ery_std","nf_plt_std","nf_pmn_std"
104,0.0760164,0.1685999,0.0729348,0.0133706982932414,0.0297112378613622,0.0116275191849145
208,0.147426333333333,0.3840505,0.182124166666667,0.0321710526215382,0.103852245022458,0.0369244505678811
307,0.2911189,0.4898268,0.2833219,0.0400372589683521,0.0541628491472809,0.0449800466506971
439,0.2487386,0.5308318,0.2435275,0.0134001134938809,0.0350765830803908,0.0179388702693032
488,0.30300325,0.590831875,0.308129625,0.0395039843242561,0.0655191050715192,0.0489596737930957
