"time (days)","x_hsc201h_hi","x_hsc","x_hsc_hi","x_hsc_lo","x_mpp","x_mpp_hi","x_mpp_lo","x_hpc1","x_hpc1_hi","x_hpc1_lo","x_mkp","x_mkp_48hi","x_mkp_48lo","x_hsc201h_hi_std","x_hsc_std","x_hsc_hi_std","x_hsc_lo_std","x_mpp_std","x_mpp_hi_std","x_mpp_lo_std","x_hpc1_std","x_hpc1_hi_std","x_hpc1_lo_std","x_mkp_std","x_mkp_48hi_std","x_mkp_48lo_std"
77,19.3539256525756,13.5580505215904,18.8490204365427,6.5172549465848,11.3457245361215,17.8557473901296,2.62403146417965,0.225943500163194,0.74142853232747,0.0973141728741385,0.233892223547493,0.026525959261777,0.510104840224189,2.56795665455682,2.46593564048167,3.88234414241918,1.32222552737193,2.60163244675714,4.98916718245511,0.926110778235284,0.0815138955000799,0.299726828805416,0.0291502885316161,0.102867937039903,0.00797575794157924,0.158420553773491
