"time (days)","nc_hsc","nc_hsc_h","nc_hsc_l","nc_mpp","nc_mpp_h","nc_mpp_l","nc_hpc1","nc_hpc1_h","nc_hpc1_l","nc_mkp","nc_mkp_48hi","nc_mkp_48lo","nc_cmp","nc_mep","nc_gmp","nc_clp","nc_hsc_std","nc_hsc_h_std","nc_hsc_l_std","nc_mpp_std","nc_mpp_h_std","nc_mpp_l_std","nc_hpc1_std","nc_hpc1_h_std","nc_hpc1_l_std","nc_mkp_std","nc_mkp_48hi_std","nc_mkp_48lo_std","nc_clp_std","nc_cmp_std","nc_mep_std","nc_gmp_std"
10,3.05432792148651,1.53972746988545,1.51403802853622,0.480158645981943,0.151746668858862,0.328706062530369,1.14095149628936,0.174785972980935,0.966820283992765,2.19945823236691,0.822694227106651,1.3739461518751,7.88737285968149,11.1908174639309,8.27283918530337,0.404743006268126,0.178984789196276,0.069417342158435,0.122817541098168,0.0834709283453847,0.0243958562825891,0.0615937591882421,0.238132354205158,0.0323794264781477,0.20781843182684,0.320471477357272,0.164629438801998,0.18214342165314,1.48558969368328,2.55684868307663,2.76315661443401,0.0870119716143484
59,2.12977982320615,0.868832919891827,1.26147871107936,0.968298987963539,0.244357995381639,0.723940992581899,2.03086108822647,0.253567701866249,1.77162371824482,2.30221715391596,0.994569464992255,1.30960949521618,11.0210203189047,10.8424762034494,7.85362968715115,0.592259717699013,0.23905196936569,0.0534326214259695,0.217360472268586,0.138476934056929,0.0568131097496382,0.100807958649907,0.456872082645211,0.0761013954470234,0.380256089089497,0.312441194809331,0.129227218096012,0.203529327766523,1.03084711565793,2.18990608741636,1.37366043876102,0.0752944570256144
120,1.6506354430134,0.8152023696742,0.836622001788093,0.407730356798886,0.118054283848756,0.290230146802685,1.20167416162146,0.18900529829224,1.0127874294637,2.34189750875013,1.21746970911212,1.12325917373037,8.13870482803581,14.442034988509,4.10194812181268,0.56008194001544,0.236087809374315,0.0744390634105655,0.188071929074267,0.117545657239883,0.0397545821092003,0.0797951560882574,0.616504802727905,0.105457561518676,0.511646881046958,0.984044571842422,0.605955464814855,0.397910737791436,3.84976427037668,8.38564534534081,2.20379446802134,0.258873205956614
