"time (days)","f_hsc_epcr","f_hsc_epcr_std","c_hsc_epcr","c_hsc_epcr_std"
10,13.5333333333333,2.03915941287363,0.987333333333333,0.211012111290113
59,12.4016666666667,1.10151537034719,0.6865,0.139960172906438
120,14.2985714285714,1.42638475503202,1.58828571428571,0.360948796941624
